n_dpe,version_dpe,methode_du_dpe,categorie_erp,secteur_activite,type_energie_principale_chauffage,type_energie_n_1,type_usage_energie_n_1,conso_kwhep_m2_an,emission_ges_kgco2_m2_an,surface_utile,conso_finale_energie,conso_primaire_energie,frais_annuel_energie,annee_construction,etiquette_dpe
2189T0936330S,2,2,4,9,6,4,6,193.8,44.0,100.0,32902.6,32902.6,3659.0,1947,4
2377T0968898Y,4,2,4,7,6,7,6,353.2,9.8,100.0,10735.7,24692.0,1872.8,-1,5
2213T2305643S,4,2,4,22,6,7,6,114.8,3.2,100.0,58582.2,134739.0,7146.7,-1,3
2362T2817595C,5,2,4,9,6,7,6,185.5,5.2,100.0,3193.0,7343.9,926.0,-1,4
2234T1817131P,3,2,5,25,6,7,6,165.8,4.6,242.4,17476.0,40194.8,2850.2,1988,3
2244T0736545Z,2,2,0,22,7,7,2,144.0,4.0,64.6,4051.0,144.3,729.2,1945,3
2369T1780172M,4,3,4,9,6,7,6,286.1,8.0,100.0,6954.0,15994.2,1391.0,-1,5
2385T3870397J,5,3,4,22,6,7,6,333.8,9.3,100.0,9388.0,21592.4,2723.0,-1,4
2376T2368891U,5,2,5,25,6,7,6,311.1,8.7,18.7,2529.0,5816.7,505.8,1900,5
2363T4330659X,5,2,4,22,6,7,6,154.8,8.8,100.0,6685.0,13625.7,1239.0,1966,3
2431T0481131Y,5,2,4,26,6,7,6,108.2,3.0,100.0,11787.5,27111.3,3047.0,2006,3
2154T0937890J,2,2,4,26,6,7,6,155.0,4.3,100.0,11461.0,26360.3,1440.0,1975,3
2352T4475387Y,5,2,4,9,6,7,3,59.0,8.0,323.5,15894.0,36555.0,2784.0,1949,2
2371T4036974Q,5,3,4,10,6,7,6,795.0,22.1,100.0,40303.0,92696.9,6852.0,-1,7
2269T2368458V,4,3,4,7,6,7,6,3.7,0.1,100.0,75.0,172.5,17.5,-1,1
2475T0534134F,5,2,5,25,6,4,6,399.4,54.5,809.9,287765.0,384702.1,39038.1,1900,4
2366T1743726P,5,2,5,25,7,7,2,301.0,8.4,250.0,65438.0,150507.40000000002,10518.900000000001,2014,5
2107T0988161B,1,2,5,9,6,7,3,358.0,10.0,1592.0,743034.0,1708977.0,45696.0,1975,5
2306T1672546P,4,2,4,10,6,7,6,812.3,22.6,100.0,46150.0,106145.0,13387.0,-1,7
2375T1243724C,4,3,4,7,6,7,6,208.2,5.8,100.0,1165.0,2679.5,506.0,-1,3
2275T2364979G,4,2,0,25,7,7,2,212.0,5.0,127.1,11723.0,212.2,821.0,1945,4
2359T2498780W,5,2,4,22,6,7,6,206.3,11.8,201.3,22358.1,42393.2,4019.1,2021,3
2335T2195233B,4,2,4,7,6,7,6,91.1,2.5,100.0,5053.0,11621.9,1466.0,-1,3
2392T2621938Z,5,2,4,22,6,4,6,636.3,129.8,100.0,84004.20000000001,89868.1,9097.5,-1,6
2325T4315527L,5,2,4,16,6,4,6,317.1,65.3,100.0,475235.8,505431.69999999995,27976.7,-1,5
2293T0564222B,2,2,0,25,7,7,2,416.0,11.0,33.0,5981.0,416.9,957.0,1961,6
2302T3959128X,5,2,4,10,6,7,6,478.1,40.0,100.0,22901.0,38618.899999999994,4709.3,-1,6
2234T2240722O,4,3,5,26,6,6,6,0.0,0.0,233.8,0.0,0.0,0.0,1948,7
2359T3123916O,5,2,4,9,6,7,6,460.4,62.8,100.0,26190.0,40795.5,5459.0,-1,6
2434T0500900K,5,3,5,25,7,7,2,400.7,11.2,94.2,16416.0,37756.8,2680.7000000000003,1900,6
2384T2317451Q,5,2,5,25,7,7,2,98.6,2.7,169.0,13037.400000000001,29986.1,2118.1000000000004,1900,3
2368T1933993Q,4,2,4,9,6,7,6,219.6,6.1,100.0,6546.0,15055.8,1268.9,2012,4
2168T0036133Y,0,6,0,7,6,7,6,108.4,13.2,100.0,74359.6,106105.6,5193.799999999999,1947,3
2301T2390521V,4,2,4,22,6,7,6,183.8,5.1,100.0,7207.0,16576.1,7048.0,2021,3
2329T2053439F,5,0,0,22,7,7,2,70.0,2.0,198.3,6120.200000000001,71.0,1060.0,2023,2
2175T0972538U,2,2,4,9,6,7,6,291.1,8.1,100.0,9648.7,22191.9,1548.7,1948,5
2194T0462226D,0,2,4,22,4,4,2,529.3,105.8,100.0,119800.0,129795.7,121143.0,1948,5
2366T1140440H,4,3,5,25,6,7,6,334.2,9.3,30.1,4377.0,10067.1,786.3,1900,5
2475T0541587W,5,2,2,20,6,7,6,642.8,35.0,100.0,433172.6,848504.9,105317.8,-1,5
2306T0425989C,4,3,4,9,6,7,6,498.1,13.9,100.0,16676.0,38354.8,4837.0,-1,6
2375T0771035T,4,3,4,22,6,7,6,818.1,22.8,100.0,13502.0,31054.6,3917.0,-1,7
2339T0031793Z,4,2,5,25,7,7,2,496.8,13.8,18.0,11665.0,26829.499999999996,2100.0,1990,6
2342T3845825Q,5,2,5,25,6,7,3,723.0,65.0,1903.0,1421001.0,3268299.0,227373.0,1948,7
2373T3342418A,5,3,4,22,6,7,6,737.2,20.5,100.0,14169.5,32589.9,2843.0,1987,6
2384T0397283A,4,2,4,10,6,7,6,1286.7,35.8,100.0,69536.0,159932.8,0.1,-1,7
2217T0434556Z,3,2,5,26,6,7,6,266.3,7.4,85.1,9854.0,22664.2,1644.5,1990,4
2282T0943275P,3,2,5,25,6,7,6,248.2,6.9,66.0,7102.0,16334.6,1211.5,1947,4
2251T1017811E,3,2,4,22,6,7,6,464.0,12.9,100.0,13980.3,32154.8,2358.3,1987,5
2433T0189375Q,5,3,4,20,6,7,6,301.9,8.4,100.0,5776.0,13284.8,1134.0,-1,5
2333T3306372C,5,3,5,10,6,6,6,0.0,0.0,355.0,0.0,0.0,0.0,1919,7
2392T1708415M,4,3,5,25,6,2,6,147.6,47.8,33.8,4989.2,4989.2,456.1,1940,3
2192T0418420F,0,4,2,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1989,1
2218T1943723X,3,2,0,25,7,7,2,450.0,12.0,2992.0,585657.0,450.2,58565.7,1983,6
2277T0385185K,3,2,2,16,6,4,6,141.9,22.4,100.0,391203.0,487164.30000000005,56708.7,1972,3
2268T2745921P,4,2,4,20,6,7,6,160.2,5.9,30.0,2299.0,5287.7,331.1,1970,3
2329T1911642M,4,2,4,22,6,7,6,145.9,4.1,100.0,7677.0,17657.1,2227.0,1993,3
2416T0403265N,5,2,4,9,6,7,6,125.8,3.5,100.0,28765.7,66161.0,7622.2,-1,3
2163T0653195X,1,2,5,6,6,7,4,83.0,15.0,56.5,11367.0,11367.0,966.0,1975,2
2283T1020398X,3,2,4,22,6,7,6,255.8,7.1,100.0,47950.0,110285.0,6957.0,-1,4
2375T1159578S,4,3,5,10,6,7,3,1216.0,91.0,213.6,259272.0,596325.0,41622.0,1900,7
2102T0490680Z,0,2,2,9,6,7,6,472.5,27.8,4746.0,1995234.0,4136638.2,288318.5,1980,6
2242T1512200U,3,2,4,9,6,7,6,296.4,8.2,100.0,6720.0,15456.0,962.4,-1,5
2178T0851800D,1,2,4,6,6,7,6,510.9,14.2,100.0,15784.5,36304.4,4588.5,1948,6
2406T0392872K,5,2,5,25,6,7,6,283.6,7.9,44.8,5520.0,12696.0,1612.0,1960,5
2327T1565596Y,4,3,4,26,6,7,6,621.4,17.3,100.0,24369.0,56048.7,4360.0,-1,6
2344T3895863G,5,3,4,9,6,7,6,242.4,6.7,100.0,6833.0,15715.9,1376.0,-1,4
2313T4419443T,5,2,4,26,6,7,6,106.2,3.0,100.0,25773.0,59277.9,8765.0,-1,2
2375T2037145H,4,2,4,22,6,7,0,38.3,1.1,100.0,2400.0,5520.0,729.1,-1,1
2214T1546889X,3,2,4,11,6,7,6,241.4,26.0,100.0,318099.6,480681.5,23194.0,-1,4
2376T2444631W,5,0,4,25,7,7,2,-933.8,1.5,100.0,14624.400000000001,33636.0,2021.1,-1,1
2357T4138531D,5,3,4,22,6,4,6,256.9,36.2,100.0,17078.8,22603.8,4955.0,-1,4
2269T1512048Z,3,2,4,26,6,7,6,119.3,3.3,100.0,491346.0,1130095.7999999998,56005.4,-1,3
2134T0020566X,0,6,0,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2388T2081677O,5,2,5,25,6,7,6,315.1,8.8,105.8,14501.0,33352.3,2375.7,1970,5
2126T0350178Z,0,2,4,6,6,7,6,306.1,17.4,100.0,541911.0,1080113.1,25001.9,2006,4
2130T0077412D,0,6,4,22,6,7,6,224.6,6.2,100.0,27925.0,64227.5,10169447.0,1989,4
2275T3169452N,4,2,4,7,6,7,6,568.8,15.8,100.0,63244.0,145461.2,18345187.0,-1,7
2363T2002481P,5,2,0,22,7,7,2,183.0,5.0,947.1,75411.7,183.1,12062.9,2001,3
2437T0123784B,5,3,4,9,6,7,6,220.0,6.1,100.0,2177.0,5007.1,588.0,-1,4
2319T1902752E,4,2,4,9,6,7,6,64.5,1.8,100.0,35856.0,82468.8,9853.7,1977,2
2249T1079791Y,3,2,5,25,6,7,6,845.1,23.5,38.5,12966.8,29823.6,2275.3,1949,7
2469T0507088T,5,3,4,22,6,7,6,145.5,4.0,100.0,3345.0,7693.5,1030.0,-1,3
2372T1053700J,4,2,4,8,6,7,6,208.2,5.8,100.0,185701.0,427112.3,29712.0,1983,4
2375T3072137R,5,2,4,22,6,7,6,310.9,8.7,100.0,237891.7,547150.9,40584.3,-1,4
2362T1980932T,4,2,4,7,6,7,6,436.4,30.4,100.0,255185.0,460825.5,56672.0,-1,4
2371T3141788K,5,2,4,25,6,7,6,71.8,7.0,100.0,74886.0,118466.4,11261.6,-1,2
2262T2649166A,4,3,4,9,6,7,6,302.3,8.4,100.0,6704.0,15419.2,1291.0,-1,5
2169T0823675B,1,2,4,22,6,4,6,84.8,19.2,100.0,23977.1,23977.1,12050.0,1948,2
2369T2925187N,5,3,4,9,6,4,6,162.6,26.4,100.0,9720.0,11893.1,1380.3,-1,3
2159T1030521H,2,2,0,20,4,7,2,269.0,25.0,5240.0,882490.9,269.4,111284.3,2017,4
2375T4075060Q,5,3,4,10,4,4,2,368.6,83.7,100.0,64474.8,64474.8,2977.0,-1,5
2277T2828803S,4,2,4,9,6,7,6,183.7,5.1,100.0,26881.0,61826.3,7797.0,-1,4
2130T0809536T,1,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2374T0802030V,4,2,4,9,6,7,6,12.1,0.3,100.0,6576.3,15125.6,1907.7,-1,1
2365T1856013H,4,3,4,22,6,7,6,124.3,3.5,100.0,8917.0,20509.1,2587.0,-1,3
2381T2894781N,5,2,0,16,4,7,2,75.0,8.0,8293.0,417406.8,75.4,1768152.5,1950,2
2206T0627721Z,3,2,5,25,7,7,2,83.4,2.3,484.9,17586.0,40447.8,2867.8,1976,2
2233T2945750Z,4,0,4,26,5,5,5,63.9,2.8,100.0,8208.1,11329.8,843.4000000000001,2022,2
2344T1844636X,4,2,0,22,7,7,2,191.0,5.0,459.4,38162.0,191.1,4833.9,1989,3
2338T4139244V,5,3,4,20,6,4,6,295.5,55.4,100.0,22496.3,25325.1,3118.3,-1,5
2249T1211568H,3,2,4,16,6,7,6,136.0,12.9,100.0,319930.3,542924.5,47533.0,-1,3
2114T0388070X,0,6,4,9,6,7,6,95.8,8.9,962.0,54809.2,92133.5,6938.299999999999,1996,3
2176T0084020B,0,6,4,10,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2127T1047187B,4,2,5,22,6,7,3,193.0,5.0,52.6,13257.0,30492.0,2379.0,1948,7
2145T0416963J,0,2,4,10,6,7,6,228.8,6.4,100.0,8535.0,19630.5,933.3,1948,4
2227T0475211A,2,2,4,22,6,7,6,137.8,3.8,411.4,73925.0,170027.5,11875.900000000001,1900,3
2393T3176986A,5,3,4,9,7,7,2,353.5,9.8,100.0,9976.0,22944.8,2494.0,-1,5
2327T4107898U,5,3,5,11,4,7,4,111.0,9.0,674.3,70296.0,161679.0,6327.0,1950,3
2235T2596698Z,4,3,5,25,7,7,2,207.8,5.8,86.5,7816.0,17976.8,1323.8,1900,4
2318T1116452V,4,2,4,9,6,7,6,550.1,32.6,100.0,1761339.8,3359857.5,415816.0,1999,7
2375T0963957V,4,2,4,9,6,7,6,290.6,8.1,100.0,12410.0,28543.0,3600.0,-1,5
2383T4172056O,5,3,4,10,6,7,6,34.3,1.0,100.0,1526.0,3509.8,259.0,-1,2
2359T0063512S,4,2,5,25,6,7,6,308.6,8.6,113.3,45602.0,104884.6,7347.299999999999,1930,5
2174T0628681M,1,2,5,2,4,4,2,578.0,190.0,430.2,647742.0,647742.0,37890.0,1947,4
2313T1309715V,4,3,4,16,6,7,6,47.3,1.3,100.0,989.3,2275.5,287.0,-1,2
2269T0132265K,2,2,4,22,6,7,3,284.0,8.0,170.9,63297.0,145584.0,10290.0,1986,4
2434T0308911F,5,2,5,9,6,7,3,363.0,10.0,25.3,11982.0,27555.0,2184.0,1949,5
2291T0145801W,2,2,5,25,6,4,6,269.3,39.6,200.0,41664.2,53863.4,3909.5,1950,4
2167T1018974M,1,6,0,22,2,2,2,252.0,49.0,113.3,21548.5,252.5,2237.0,1945,4
2210T2414990G,4,2,5,25,7,7,2,251.0,7.0,518.0,56538.0,130037.4,9095.9,1997,4
2384T2409815C,5,3,4,20,6,7,6,171.3,4.8,100.0,8686.0,19977.8,1388.5,-1,3
2326T4125513G,5,3,5,9,6,6,6,0.0,0.0,84.8,0.0,0.0,0.0,1948,7
2267T1513135S,3,2,4,20,6,2,6,159.6,51.7,100.0,37489.1,37489.1,3748.9,-1,3
2231T0572425E,3,2,5,25,6,7,6,749.8,20.9,93.0,30329.0,69756.7,4905.3,1940,7
2171T0779779V,1,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2207T1957698Z,4,2,4,9,6,7,6,513.9,14.3,100.0,42517.0,97789.1,6854.0,-1,7
2313T3637093J,5,3,4,9,6,7,6,226.1,6.3,100.0,20496.0,47140.8,5945.0,-1,4
2213T0687361C,3,2,4,22,6,7,6,392.6,10.9,100.0,14214.7,32693.7,2286.7,1947,5
2449T0521756D,5,3,4,26,6,7,6,256.1,7.1,100.0,7729.0,17776.7,1461.3,-1,4
2244T2176302G,4,2,4,25,6,7,6,552.0,15.4,100.0,16218.0,37301.4,2430.0,2013,7
2268T0307286Y,2,2,4,25,6,7,6,115.0,3.2,148.5,22279.800000000003,51243.59999999999,3565.8,2008,3
2359T2798612W,5,2,4,9,6,7,6,120.6,3.4,100.0,2278.0,5239.4,812.0,-1,3
2321T1173317B,5,3,0,25,7,7,2,1098.0,30.0,83.6,13303.7,366.0,2216.7,2013,7
2310T4099531I,5,2,4,9,6,7,6,130.7,3.6,100.0,5115.5,11765.7,1484.0,-1,3
2457T0146018Z,5,2,4,9,6,7,6,358.2,19.2,100.0,98445.5,193861.6,17732.0,-1,5
2126T0483833O,0,2,4,20,6,7,6,360.1,10.0,100.0,15478.0,35599.4,1042.7,1947,5
2359T3942887L,5,2,4,9,6,7,6,90.9,2.5,100.0,14140.0,32522.0,3017.4,-1,2
2318T1556423U,4,3,5,25,6,7,4,567.0,96.0,111.0,135135.0,135135.0,12423.0,1948,6
2267T0438139S,3,2,4,9,6,7,6,269.4,7.5,100.0,8563.0,19694.9,1718.0,1947,4
2284T0171178Q,2,2,4,9,6,7,6,251.6,7.0,320.0,35000.0,80500.0,4200.0,2007,4
2377T0579124Q,4,2,4,9,6,7,6,296.6,8.3,100.0,15605.3,35892.3,4526.7,-1,5
2184T0532911K,0,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2207T2795153U,4,2,3,20,6,4,6,226.7,30.1,11880.0,1531253.0,1675478.9000000001,34517.6,2010,3
2370T2506191I,5,2,5,25,7,7,2,449.4,12.5,64.8,16845.0,38743.5,2749.3,1970,6
2384T0643280L,4,3,4,10,6,7,6,1738.0,48.4,100.0,41445.0,95323.5,12022.0,-1,7
2167T0158535R,0,6,5,25,6,7,6,127.9,14.4,1650.0,205529.2,351876.7,7446.1,2006,3
2303T3999879H,5,3,5,22,6,7,3,256.0,7.0,126.5,42306.0,97305.0,8673.0,1990,4
2269T0685325Y,3,2,4,20,6,7,6,222.3,6.2,100.0,16792.0,38621.6,3243.0,2010,4
2260T1188953X,3,2,4,9,6,7,6,468.3,13.0,100.0,11210.7,25784.5,1917.3,-1,6
2392T0651433I,4,3,4,9,6,7,6,197.3,5.5,100.0,12989.0,29874.7,3768.0,-1,4
2262T0369965L,2,0,5,25,7,7,4,63.2,1.8,1174.8,21603.800000000003,49688.8,3491.7,2021,2
2381T3756445L,5,2,2,22,6,4,6,197.4,32.8,6600.0,483765.3,584458.6,67653.7,-1,3
2269T2573755W,4,2,4,26,6,7,6,129.6,3.6,100.0,9814.2,22572.7,2546.6,-1,3
2349T2032699H,5,2,5,25,7,7,2,138.6,3.9,480.0,28926.0,66529.8,4681.0,2005,3
2248T1443000M,3,2,4,7,6,7,6,97.5,2.7,396.0,50381.0,115876.3,8111.4,2002,3
2392T3627869Q,5,2,4,7,6,7,6,135.0,3.8,100.0,15757.0,36241.1,4571.0,-1,3
2326T1079832R,4,3,4,9,6,7,6,142.4,4.0,100.0,2241.0,5154.3,360.0,-1,3
2176T0880554Z,1,2,3,10,6,7,6,765.3,25.4,852.5,828070.0,1904561.0,132456.09999999998,1992,7
2284T1043560U,3,2,4,20,6,7,6,94.7,2.6,100.0,6531.0,15021.3,932.0,-1,2
2263T1643069A,3,2,0,25,4,4,2,354.0,50.0,206.8,55774.4,354.70000000000005,4005.6,1945,5
2368T2183814D,5,2,0,25,7,7,2,130.0,3.0,194.7,11035.0,130.4,2883.5,2013,3
2168T0185522R,0,6,5,26,6,7,6,58.6,5.0,1978.0,66109.0,115562.3,10548.0,1949,2
2294T2635544I,4,2,4,26,6,7,6,169.3,4.7,100.0,1619.6,3725.0,332.2,-1,3
2369T3702779X,5,2,4,26,6,7,6,185.7,5.2,100.0,47776.5,109886.1,13858.4,-1,3
2344T0382357K,4,2,4,26,6,7,6,182.9,19.2,100.0,61015.3,93358.5,7217.2,2001,4
2263T2122214R,4,2,4,7,6,7,6,55.6,1.5,100.0,3351.0,7707.3,772.5,-1,1
2331T3937493X,5,2,4,9,6,7,6,47.8,1.3,100.0,1016.0,2336.8,295.0,2003,2
2259T1255694V,3,2,4,9,6,7,6,374.1,10.4,100.0,107359.0,246925.7,22545.0,-1,5
2233T0423303U,3,2,4,20,6,7,6,48.6,1.4,100.0,1565.0,3599.5,492.3,1948,2
2334T3757138H,5,2,4,20,6,7,6,145.7,4.1,100.0,19513.0,44879.9,5660.0,-1,3
2143T0348957R,0,2,4,5,6,7,6,154.9,4.3,100.0,30896.0,71060.8,5112.6,2006,3
2283T2365544H,4,3,5,25,6,7,3,285.0,8.0,42.4,15717.0,36150.0,2754.0,1949,5
2194T0590710V,1,2,4,22,6,7,6,190.0,15.3,100.0,15010.7,25711.0,3141.7,1948,3
2420T0399266W,5,2,4,22,6,7,6,155.8,4.3,100.0,55978.0,128749.4,0.2,-1,3
2288T3183778A,4,2,4,10,6,7,4,175.0,23.0,195.9,53154.0,53154.0,5304.0,1948,4
2316T3048036L,5,3,4,20,6,7,6,233.3,6.5,100.0,4715.0,10844.5,1367.7,1981,4
2137T0265683P,0,2,5,25,6,7,4,168.0,27.0,260.4,88860.0,88860.0,5199.0,1997,3
2321T0070995B,4,3,5,10,7,7,2,1137.0,32.0,48.3,71667.0,164832.0,11628.0,1948,7
2313T1344218W,4,2,4,22,6,7,6,98.6,2.7,100.0,196261.3,451401.1,19297.3,1965,2
2117T0183584E,0,6,4,23,6,7,6,107.8,3.0,100.0,13147.0,30238.1,1432.0,2006,3
2279T1440373Q,3,2,0,16,4,7,2,83.0,9.0,6849.0,386613.6,83.19999999999999,3851.2,1945,2
2375T0759436Q,4,3,4,26,7,7,2,146.1,4.1,100.0,2600.0,5980.0,754.0,-1,3
2243T2946163G,4,2,4,9,6,4,6,65.2,10.3,100.0,11413.8,14196.5,587.7,-1,2
2113T0483621X,0,2,5,25,6,7,6,194.3,5.4,50.0,4227.0,9722.1,1223.4,1900,4
2344T1978491E,4,2,4,22,6,7,6,134.2,3.7,100.0,234337.0,538975.1,67974.0,-1,3
2142T0434141Y,0,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2231T2827202J,4,3,5,25,6,7,3,102.0,3.0,99.5,13209.0,30384.0,2370.0,1900,2
2342T2893941S,5,2,5,25,6,7,3,157.0,9.0,386.0,66807.0,153657.0,10851.0,1930,3
2237T0394376J,3,2,4,22,6,3,6,78.6,21.4,100.0,7111.6,7111.6,983.4,1947,2
2238T1147968S,3,2,4,20,6,7,6,185.9,5.2,100.0,6500.0,14950.0,1885.0,-1,4
2375T2188541F,4,2,4,22,6,4,6,177.3,31.9,100.0,35798.7,41348.4,4745.0,-1,3
2377T0500243T,4,2,4,22,6,7,6,326.4,9.1,100.0,28414.0,65352.2,2236.0,-1,4
2113T0756681F,1,4,4,22,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2007,1
2259T2586252D,4,3,5,25,4,4,2,406.5,92.3,62.0,75643.3,75643.3,6354.0,1930,6
2254T0206491R,3,2,4,9,6,2,6,239.2,62.0,100.0,25168.5,28712.3,2843.0,1947,4
2352T1100354Z,4,3,4,22,6,4,6,85.3,19.4,100.0,13880.7,13880.7,4026.3,-1,2
2468T0241510E,5,3,5,26,7,7,2,402.4,11.2,71.5,12500.0,28750.0,2060.9,1975,5
2201T0687369Y,3,2,4,20,6,4,6,82.0,18.6,100.0,9922.6,9922.6,2878.6,1948,2
2334T3418053O,5,2,4,26,6,7,6,103.2,2.9,100.0,5791.0,13319.3,1082.9,-1,2
2135T0041310U,0,6,0,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2234T0476743F,3,2,4,20,6,7,6,174.2,4.8,100.0,5665.3,13030.3,1643.3,1947,3
2268T2859980M,4,2,5,25,6,4,6,328.7,62.1,246.3,137848.3,146886.09999999998,9671.400000000001,1960,5
2249T1783626N,3,2,5,25,6,7,6,223.8,6.2,605.0,58863.0,135384.9,9467.6,2008,4
2327T1620229F,5,2,0,22,7,7,2,227.0,6.0,1650.0,163164.5,227.4,0.0,1997,4
2259T1531364N,3,2,5,25,6,7,6,857.4,23.9,1714.0,637113.0,1465359.9,101924.0,2000,7
2385T2785308E,5,2,4,9,6,7,6,161.9,4.5,100.0,16431.0,37791.3,3444.2,-1,3
2392T0830207G,4,2,4,22,6,7,6,66.7,1.9,100.0,9393.5,21605.0,990.7,1987,2
2113T0386813N,0,4,4,10,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2445T0017884H,5,2,4,26,6,7,6,759.8,44.5,100.0,90147.0,182712.2,22386.0,1974,7
2334T3824957S,5,3,4,7,6,7,0,174.5,4.9,100.0,3293.0,7573.9,955.0,-1,4
2280T0115461N,2,2,0,25,4,4,2,551.0,79.0,87.4,27360.7,313.1,0.0,1961,7
2134T0254211G,0,4,4,26,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2013,1
2369T3539787Z,5,3,4,9,6,7,6,758.1,21.1,100.0,17039.7,39191.2,3783.0,-1,7
2357T2399423J,4,2,4,10,6,7,6,526.3,14.6,100.0,69466.0,159771.8,12296.2,2008,7
2272T1196768Y,3,2,5,25,6,7,6,180.2,5.0,114.1,8939.0,20559.7,1500.6,1975,4
2327T2018702C,4,3,4,9,6,7,6,139.8,3.9,100.0,4447.5,10229.3,748.3,-1,3
2385T0552541N,4,2,4,26,6,7,6,36.6,1.0,100.0,5914.5,13603.4,741.5,-1,2
2268T3075989N,4,2,4,9,6,7,6,181.4,5.0,100.0,289847.3,666648.9,84076.0,2011,4
2169T1013300I,2,4,4,9,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,1948,1
2419T0470583U,5,3,4,22,6,7,6,296.4,8.2,100.0,12332.0,28363.6,3577.3,-1,4
2103T0295545V,0,4,4,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1978,1
2277T2018541U,4,2,4,22,6,4,6,146.9,33.3,100.0,1013.0,1013.0,102.0,-1,3
2144T0505252B,0,6,5,25,6,7,6,223.0,12.0,1424.0,320296.0,632115.3,46743.299999999996,2008,4
2228T1639347N,3,2,5,26,6,2,1,159.0,52.0,44.0,21012.0,21012.0,1920.0,1970,7
2302T1291267W,4,3,4,9,7,7,2,239.2,6.7,100.0,7710.0,17733.0,2290.0,-1,4
2169T0336727H,0,2,4,20,6,4,6,282.9,44.6,100.0,34673.8,43158.9,6437.0,1948,5
2375T3248958M,5,3,4,10,6,7,6,538.0,15.0,100.0,40000.0,92000.0,19333.3,-1,7
2369T3832102W,5,2,4,22,6,4,6,65.9,15.0,100.0,171292.0,171292.0,3768.0,1999,2
2393T1043238U,4,2,5,25,6,5,6,79.1,4.3,836.0,143333.3,143333.3,11280.4,1991,2
2375T3899848S,5,3,5,25,6,4,6,385.8,87.6,243.3,93864.9,93864.9,5730.5,1880,6
2294T1498673N,3,2,4,22,6,7,6,304.9,8.5,100.0,21875.0,50312.5,3500.0,-1,4
2335T0453452M,4,2,4,9,6,7,6,146.5,4.1,100.0,20805.3,47852.3,3334.3,2003,3
2329T3715553R,5,2,0,25,7,7,2,158.0,4.0,416.1,28592.8,158.0,3202.4,1975,3
2475T0364473U,5,2,5,25,7,7,2,146.6,4.1,220.0,14027.0,32262.1,2301.1,1950,3
2338T0761308F,4,3,0,25,7,7,2,794.0,22.0,86.8,29966.5,794.1,4495.0,1995,7
2169T0762418A,1,2,4,26,6,7,6,81.2,7.8,100.0,24470.5,43321.2,6829.0,1948,2
2363T0378135T,4,2,4,9,6,7,6,438.0,12.2,100.0,111026.0,255359.8,20285.6,-1,6
2191T0174865R,0,2,5,25,6,7,3,880.0,62.0,880.0,793311.0,1824615.0,79332.0,1990,7
2379T0443853Z,4,2,5,25,6,7,6,605.8,16.9,69.0,18325.0,42147.5,3646.0,1988,7
2342T1179114V,4,2,4,26,6,4,6,93.0,21.1,100.0,26303.0,26303.0,7630.7,1990,3
2274T1333266Y,3,2,4,20,6,7,6,2068.9,57.6,100.0,658000.0,1513400.0,39666.7,-1,7
2133T0587519T,1,2,4,7,6,4,6,197.9,32.3,100.0,3575.5,4363.0,506.0,1947,4
2184T0686966P,1,4,4,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2017,1
2159T0945782C,2,4,4,25,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,1948,1
2369T2173188M,5,0,5,25,7,7,3,49.4,1.4,11.2,152.1,349.5,44.0,2023,1
2491T0400396B,5,2,4,11,6,7,6,382.4,14.0,100.0,106230.2,231202.3,17728.7,-1,4
2275T2528032N,4,3,4,22,6,5,6,243.6,29.7,100.0,29400.0,37512.0,3850.0,1870,4
2264T0755506A,3,2,5,25,6,7,6,412.5,11.5,31.8,5701.0,13112.3,991.1,1900,6
2222T3142914U,4,2,4,26,6,7,6,325.5,9.1,100.0,33310.0,76613.0,9662.0,2010,4
2159T0978156G,2,2,4,9,6,7,6,414.0,52.2,100.0,291918.7,469091.8,36350.5,1948,6
2205T2527659M,4,2,4,22,6,7,6,251.5,7.0,100.0,10885.0,25035.5,1974.7,2010,4
2435T0316826R,5,3,4,10,6,7,6,425.2,11.8,100.0,10302.0,23694.6,1745.0,-1,6
2334T1593054H,4,2,4,22,6,7,6,122.8,3.4,100.0,17087.0,39300.1,4956.0,-1,3
2156T0434775W,0,2,4,7,6,7,6,402.0,11.2,100.0,145524.0,334705.2,17350.0,1948,6
2235T2368740J,4,3,5,25,7,7,2,156.7,4.4,33.1,2246.0,5165.8,464.9,1900,3
